experience,city,salary_lpa,skill_Python,skill_Machine_Learning,skill_SQL,skill_Java,skill_JavaScript,skill_React,skill_Node.js,skill_AWS,skill_Docker,skill_Kubernetes,skill_Data_Analysis,skill_Deep_Learning,skill_NLP,skill_Computer_Vision,skill_TensorFlow
13,Chennai,17.94,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
0,Noida,5.07,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,Chennai,7.32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,Pune,8.42,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
11,Noida,19.03,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0
1,Noida,9.37,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0
3,Delhi NCR,13.65,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0
4,Hyderabad,12.91,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
10,Kolkata,16.63,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2,Hyderabad,11.49,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4,Bangalore,14.13,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1
1,Noida,12.36,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
6,Mumbai,10.27,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4,Mumbai,10.83,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
12,Chennai,18.32,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1
15,Kolkata,14.93,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
11,Noida,18.98,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0
15,Hyderabad,18.05,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0
4,Noida,10.07,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
7,Pune,17.02,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1
6,Bangalore,16.81,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1
8,Chennai,14.44,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0
15,Kolkata,15.55,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7,Chennai,11.37,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,Mumbai,11.22,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1,Noida,8.4,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1
12,Delhi NCR,19.16,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
15,Pune,15.34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7,Pune,12.67,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
1,Mumbai,6.22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14,Chennai,18.82,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0
8,Hyderabad,12.11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3,Bangalore,6.57,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
13,Hyderabad,18.48,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
5,Kolkata,10.16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,Mumbai,8.41,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
9,Hyderabad,16.12,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0
13,Pune,18.18,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0
5,Bangalore,16.91,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0
11,Bangalore,19.81,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1
12,Mumbai,18.94,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1
5,Chennai,13.47,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0
5,Pune,10.16,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,Bangalore,17.31,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0
4,Chennai,12.74,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1
5,Chennai,13.91,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0
5,Mumbai,11.68,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,Mumbai,8.18,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
9,Kolkata,12.49,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
8,Bangalore,20.03,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1
5,Chennai,9.4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
12,Chennai,18.41,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0
0,Kolkata,9.5,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0
7,Hyderabad,11.39,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
5,Chennai,14.35,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0
13,Chennai,21.93,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0
11,Chennai,11.03,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
15,Chennai,18.59,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
9,Pune,13.43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
10,Chennai,14.17,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,Hyderabad,5.94,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
13,Noida,18.98,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0
13,Bangalore,21.21,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
9,Kolkata,14.59,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0
1,Pune,12.87,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1
6,Bangalore,15.22,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0
4,Delhi NCR,12.08,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1
2,Bangalore,15.1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1
9,Bangalore,16.91,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
11,Chennai,14.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Kolkata,17.58,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
11,Bangalore,18.23,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
8,Chennai,10.34,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
11,Delhi NCR,18.42,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1
0,Pune,8.96,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1
9,Kolkata,16.06,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1
15,Pune,21.0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0
12,Pune,18.04,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
13,Hyderabad,14.26,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
12,Delhi NCR,22.36,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1
4,Mumbai,14.8,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0
14,Delhi NCR,16.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
13,Hyderabad,17.65,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11,Bangalore,22.26,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1
5,Mumbai,13.85,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
10,Bangalore,16.79,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,Mumbai,9.37,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
3,Chennai,6.57,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,Noida,9.26,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
6,Delhi NCR,10.42,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,Chennai,9.19,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0
11,Delhi NCR,16.3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,Pune,4.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7,Bangalore,13.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,Mumbai,9.02,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0
12,Bangalore,16.91,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1,Kolkata,6.3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
8,Chennai,10.28,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
13,Bangalore,24.4,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
8,Noida,13.52,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14,Hyderabad,21.13,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0
8,Mumbai,12.19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8,Chennai,16.62,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0
9,Kolkata,17.14,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
13,Pune,19.29,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1
9,Hyderabad,19.35,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0
4,Delhi NCR,12.96,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0
4,Bangalore,14.45,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1
11,Kolkata,13.18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
13,Pune,18.24,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0
8,Pune,18.81,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0
5,Noida,11.84,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
12,Bangalore,22.94,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1
8,Chennai,12.72,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,Hyderabad,12.91,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
12,Hyderabad,13.61,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6,Noida,13.21,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
6,Kolkata,13.96,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1
6,Mumbai,12.91,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12,Delhi NCR,19.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10,Pune,12.58,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10,Delhi NCR,20.41,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1
13,Mumbai,15.51,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,Pune,4.73,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5,Delhi NCR,13.92,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0
12,Delhi NCR,19.7,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0
2,Noida,7.94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9,Pune,16.78,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1
13,Pune,16.4,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
13,Noida,18.88,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0
2,Pune,7.85,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
6,Noida,10.75,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
8,Kolkata,13.4,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0
12,Kolkata,13.34,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2,Bangalore,10.44,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2,Hyderabad,11.62,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0
5,Kolkata,13.5,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1
14,Mumbai,18.44,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
15,Kolkata,16.14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
4,Pune,9.33,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0
11,Noida,18.87,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
3,Bangalore,11.68,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
14,Kolkata,16.4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8,Pune,15.25,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0
12,Kolkata,15.64,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0
3,Bangalore,8.7,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0
4,Chennai,12.95,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1
10,Noida,12.2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3,Chennai,9.09,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
12,Noida,18.29,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
11,Kolkata,13.78,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
1,Chennai,7.98,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
15,Delhi NCR,21.04,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
9,Bangalore,23.47,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0
11,Delhi NCR,18.49,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
10,Mumbai,18.34,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0
4,Chennai,10.12,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,Pune,12.63,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1
7,Bangalore,17.72,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1
2,Kolkata,7.85,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0
13,Hyderabad,19.28,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1
15,Pune,20.14,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0
10,Hyderabad,11.57,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5,Chennai,13.04,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0
7,Pune,15.65,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0
14,Noida,16.67,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,Delhi NCR,10.43,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0
10,Bangalore,17.22,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
4,Bangalore,13.29,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
12,Hyderabad,17.83,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,Chennai,6.71,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0
13,Mumbai,18.54,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
14,Noida,21.74,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1
2,Delhi NCR,14.54,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1
5,Noida,9.94,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2,Noida,10.56,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1
7,Pune,12.03,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
11,Bangalore,20.62,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0
8,Pune,11.7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
13,Mumbai,23.99,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0
8,Chennai,13.91,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0
14,Chennai,18.24,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0
0,Bangalore,13.3,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0
7,Delhi NCR,16.86,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
12,Noida,16.54,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1,Noida,8.85,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1
15,Hyderabad,21.07,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
10,Pune,18.65,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0
12,Hyderabad,17.08,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
5,Kolkata,13.44,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
13,Kolkata,17.4,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0
5,Noida,14.57,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0
0,Noida,10.45,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0
9,Mumbai,13.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11,Hyderabad,18.66,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
15,Mumbai,26.14,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1
9,Kolkata,11.62,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
2,Pune,5.9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13,Chennai,16.99,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
5,Pune,11.07,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
7,Chennai,16.12,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0
6,Kolkata,12.72,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1
5,Delhi NCR,8.41,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6,Pune,10.94,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
8,Hyderabad,15.81,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0
6,Hyderabad,15.52,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1
2,Hyderabad,14.57,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1
15,Mumbai,19.71,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4,Mumbai,12.64,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
5,Delhi NCR,13.29,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
11,Pune,17.15,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0
8,Mumbai,14.96,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3,Bangalore,13.41,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
8,Chennai,12.05,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
7,Kolkata,11.89,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0
0,Noida,5.68,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7,Chennai,11.51,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13,Kolkata,20.45,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1
2,Noida,11.8,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1
15,Noida,19.02,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
7,Hyderabad,10.28,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
1,Pune,7.72,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
14,Kolkata,15.52,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0
13,Delhi NCR,15.41,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2,Pune,6.44,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
15,Hyderabad,19.25,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
14,Kolkata,18.75,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1
7,Noida,14.04,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0
13,Pune,16.84,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0
13,Pune,20.22,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
2,Mumbai,11.84,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
2,Kolkata,9.54,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0
3,Delhi NCR,8.12,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0
15,Bangalore,20.49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Bangalore,19.67,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1
12,Bangalore,24.24,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1
6,Bangalore,9.68,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
14,Pune,21.29,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1
7,Kolkata,12.05,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
13,Mumbai,21.49,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0
1,Mumbai,8.89,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8,Hyderabad,13.57,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
4,Kolkata,9.64,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
2,Delhi NCR,12.98,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
12,Hyderabad,13.19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,Chennai,9.45,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0
10,Bangalore,18.9,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1
1,Noida,6.78,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8,Bangalore,12.32,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,Chennai,7.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13,Pune,17.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,Kolkata,9.58,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0
10,Delhi NCR,13.78,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,Hyderabad,17.27,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1
15,Pune,16.46,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
8,Pune,15.86,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1
7,Hyderabad,12.73,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0
7,Hyderabad,11.53,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
13,Noida,20.41,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
8,Mumbai,17.81,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1
14,Chennai,16.35,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
13,Hyderabad,18.65,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
9,Kolkata,16.96,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
6,Hyderabad,18.16,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1
11,Mumbai,17.78,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,Mumbai,10.78,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
15,Kolkata,15.89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,Kolkata,11.01,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
10,Noida,16.72,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2,Mumbai,12.9,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0
7,Pune,13.06,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
15,Kolkata,17.38,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0
12,Mumbai,18.33,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
7,Noida,10.84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15,Hyderabad,19.92,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0
6,Bangalore,14.84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14,Bangalore,26.62,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1
8,Pune,12.01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
14,Noida,19.26,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
3,Noida,9.73,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6,Delhi NCR,12.44,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
13,Pune,16.08,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
12,Bangalore,22.19,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
0,Hyderabad,5.25,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
11,Pune,16.29,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0
7,Delhi NCR,16.25,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1
15,Pune,19.22,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0
7,Pune,13.04,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
9,Mumbai,9.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4,Mumbai,8.26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,Chennai,18.52,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1
1,Noida,12.29,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0
8,Mumbai,16.42,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0
1,Hyderabad,12.66,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0
12,Delhi NCR,23.58,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1
12,Delhi NCR,17.47,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8,Chennai,11.3,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0
13,Noida,21.57,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0
14,Noida,19.66,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1
4,Mumbai,13.32,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
0,Chennai,9.01,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0
0,Noida,9.66,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0
10,Noida,13.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14,Kolkata,20.0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0
9,Bangalore,13.93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15,Mumbai,22.81,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0
13,Mumbai,21.65,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0
9,Mumbai,18.3,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0
8,Mumbai,15.77,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5,Mumbai,10.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13,Bangalore,16.31,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
7,Kolkata,8.44,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2,Pune,5.66,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9,Hyderabad,18.5,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1
4,Chennai,10.52,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
8,Chennai,17.6,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1
2,Noida,13.89,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1
11,Delhi NCR,20.06,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1
13,Hyderabad,17.57,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
13,Hyderabad,15.74,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
6,Bangalore,13.21,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,Mumbai,9.52,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0
10,Delhi NCR,18.9,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
7,Mumbai,16.79,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0
6,Kolkata,13.07,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0
3,Hyderabad,10.27,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0
10,Hyderabad,17.29,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1
7,Noida,11.59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,Kolkata,8.51,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0
6,Hyderabad,13.19,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,Chennai,6.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,Noida,18.86,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1
7,Pune,13.1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
